"date","name","description","type","locations"
"2003-11-01","All Saints' Day","Many Catholics honor all the saints on All Saints' Day, also known as All Hallows' Day, in the United States.","Christian","All"
"2003-11-01","World Vegan Day"," World Vegan Day is an annual observation that brings together vegans around the world to bring attention to animal rights and to spread the word about the health advantages of following a vegan diet.","Worldwide observance","All"
"2003-11-02","All Souls' Day","Prayers for the dead are made on All Souls’ Day in the United States, which falls on November 2 each year. The Day of the Dead is also celebrated on this day.","Christian","All"
"2003-11-02","New York City Marathon","The New York City Marathon is one of the world's largest marathons and takes place every year in November.","Sporting event","All"
"2003-11-06","International Day for Preventing the Exploitation of the Environment in War and Armed Conflict","The United Nations’ (UN) International Day for Preventing the Exploitation of the Environment in War and Armed Conflict is held on November 6 each year.","United Nations observance","All"
"2003-11-10","World Science Day for Peace and Development","The World Science Day for Peace and Development (WSDPD) is celebrated on November 10 each year.","United Nations observance","All"
"2003-11-10","Marine Corps Birthday","Marine Corps Birthday celebrates the establishment of the United States Marine Corps on November 10, 1775.","Observance","All"
"2003-11-11","Veterans Day","Veterans Day in the USA is a holiday to honor all who have served in the United States Military Services.","National holiday","All"
"2003-11-16","International Day for Tolerance","The United Nations’ (UN) International Day for Tolerance is observed on November 16 each year to help people understand the importance of tolerance worldwide.","United Nations observance","All"
"2003-11-16","World Day of Remembrance for Road Traffic Victims","The World Day of Remembrance for Road Traffic Victims serves as a major advocacy day for road traffic injury prevention.","United Nations observance","All"
"2003-11-19","World Chronic Obstructive Pulmonary Disease Day","World Chronic Obstructive Pulmonary Disease (COPD) Day is held on the second or third Wednesday of November each year.","United Nations observance","All"
"2003-11-19","International Men's Day","International Men’s Day celebrates men's achievements worldwide and throughout history.","Worldwide observance","All"
"2003-11-20","Universal Children's Day","The United Nations' (UN) Universal Children's Day is an occasion to promote the welfare of children and an understanding between children all over the world. It is held on November 20 each year","United Nations observance","All"
"2003-11-20","Africa Industrialization Day","Africa Industrialization Day aims to stimulate the international community's commitment to the industrialization of Africa.","United Nations observance","All"
"2003-11-20","World Philosophy Day","World Philosophy Day is celebrated on the third Thursday of November each year.","United Nations observance","All"
"2003-11-21","Lailat al-Qadr","Laylat al Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.","Muslim","All"
"2003-11-21","World Television Day","The United Nations’ (UN) World Television Day is globally celebrated on November 21 each year.","United Nations observance","All"
"2003-11-25","International Day for the Elimination of Violence against Women","The United Nations' (UN) International Day for the Elimination of Violence against Women raises public awareness of violence against women in all countries around the world and at all levels of society. It is observed each year on November 25.","United Nations observance","All"
"2003-11-26","Eid al-Fitr","Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan.","Muslim","All"
"2003-11-27","Thanksgiving Day","Thanksgiving Day in the United States is traditionally a holiday to give thanks for the food collected at the end of the harvest season.","National holiday","All"
"2003-11-28","Day After Thanksgiving","The Day After Thanksgiving, also known as Black Friday, is a state holiday more than 20 states.","Local holiday","19 states"
"2003-11-28","Family Day","The Day After Thanksgiving, also known as Black Friday, is a state holiday more than 20 states.","Local holiday","NV"
"2003-11-28","Acadian Day","The Day After Thanksgiving, also known as Black Friday, is a state holiday more than 20 states.","Local holiday","LA"
"2003-11-28","Black Friday","Black Friday is the day after Thanksgiving Day in the USA. It is a busy shopping day and is a holiday in some states.","Observance","All"
"2003-11-30","First Sunday of Advent","Many Christians in the United States observe the first Sunday of Advent, which marks the start of the Christian year.","Christian","All"
"2003-12-01","International Day of Solidarity with the Palestinian People","The United Nations’ (UN) International Day of Solidarity with the Palestinian People is annually observed on November 29.","United Nations observance","All"
"2003-12-01","World AIDS Day","The United Nations' (UN) World AIDS Day is annually observed on December 1.","United Nations observance","All"
"2003-12-02","International Day for the Abolition of Slavery","The United Nations’ (UN) International Day for the Abolition of Slavery is annually observed on December 2.","United Nations observance","All"
"2003-12-03","International Day of Disabled Persons","The United Nations' (UN) International Day of Persons with Disabilities is annually observed on December 3 to re-affirm and draw attention to the rights of people who live with disabilities.","United Nations observance","All"
"2003-12-05","International Volunteer Day for Economic and Social Development","The United Nations’ (UN) International Volunteer Day for Economic and Social Development, also known as International Volunteer Day (IVD), is observed on December 5 each year.","United Nations observance","All"
"2003-12-06","St Nicholas Day","Some churches in the United States recognize St Nicholas' Day as a feast day.","Observance","All"
"2003-12-07","International Civil Aviation Day","International Civil Aviation Day is observed globally on December 7 each year. It is observed by organizations such as the International Civil Aviation Organization (ICAO).","United Nations observance","All"
"2003-12-07","Pearl Harbor Remembrance Day","National Pearl Harbor Remembrance Day remembers those who died or were injured when Pearl Harbor, in Hawaii, was attacked in 1941.","Observance","All"
"2003-12-08","Feast of the Immaculate Conception","The Feast of the Immaculate Conception is a Christian observance on December 8 each year.","Christian","All"
"2003-12-09","International Anti-Corruption Day","The United Nations’ (UN) International Anti-Corruption Day is annually observed on December 9 to raise public awareness of corruption and ways to fight it.","United Nations observance","All"
"2003-12-10","Human Rights Day","Human Rights Day marks the anniversary of when the Universal Declaration of Human Rights was proclaimed.","United Nations observance","All"
